X,Y,Set
-1.764052344328801,-1.7640523476065275,mvnormal_1
-0.9787379749280514,-0.9787379932834273,mvnormal_1
-1.8675579941524574,-1.867557986147478,mvnormal_1
-0.9500884181454805,-0.9500884169056985,mvnormal_1
0.10321885347518418,0.10321885011193153,mvnormal_1
-0.1440435652048295,-0.1440435771169265,mvnormal_1
-0.7610377246486676,-0.7610377256453195,mvnormal_1
-0.4438632313788462,-0.44386323411200523,mvnormal_1
-1.494079073997842,-1.4940790723173705,mvnormal_1
-0.31306770514889243,-0.31306769815291036,mvnormal_1
2.5529898185110063,2.5529898131571516,mvnormal_1
-0.8644362018990792,-0.8644361958199325,mvnormal_1
-2.269754629944034,-2.2697546180311816,mvnormal_1
-0.04575851806806672,-0.045758516534825426,mvnormal_1
-1.532779208340627,-1.5327792203762884,mvnormal_1
-0.15494742414813317,-0.15494742724569946,mvnormal_1
0.8877857395176638,0.8877857557425619,mvnormal_1
0.34791214996648756,0.3479121486858177,mvnormal_1
-1.2302906758033152,-1.2302906856521265,mvnormal_1
0.38732681616985665,0.387326818646048,mvnormal_1
1.0485529592513396,1.0485529708828458,mvnormal_1
1.7062701986145095,1.7062701826355162,mvnormal_1
0.5096521799574988,0.5096521835458083,mvnormal_1
1.2527953632341764,1.2527953568656762,mvnormal_1
1.6138978466866638,1.6138978484292397,mvnormal_1
0.895466562778254,0.8954665596090975,mvnormal_1
0.5108051327335361,0.51080514240421,mvnormal_1
0.028182230092909072,0.02818222658440067,mvnormal_1
-0.0665172211443794,-0.06651722362195639,mvnormal_1
0.6343220921953394,0.6343220951665879,mvnormal_1
0.6724604463033835,0.6724604492485187,mvnormal_1
0.8131462749743792,0.8131462891145291,mvnormal_1
-0.1774261438992664,-0.1774261406082393,mvnormal_1
1.6301983488613925,1.6301983450706972,mvnormal_1
0.9072983645959873,0.9072983641704973,mvnormal_1
-0.7290905616492811,-0.7290905627057928,mvnormal_1
-1.1394006896005906,-1.139400679486011,mvnormal_1
-0.40234164398222244,-0.4023416383728757,mvnormal_1
0.8707971468111748,0.870797151552589,mvnormal_1
0.31155253235740066,0.3115525318973447,mvnormal_1
1.1651498444727357,1.1651498370939775,mvnormal_1
-0.46566244602222134,-0.46566243343869845,mvnormal_1
-1.4882521860308928,-1.4882522015603068,mvnormal_1
-1.178779571896542,-1.1787795704227597,mvnormal_1
1.0707526258291016,1.0707526171919837,mvnormal_1
0.4031769519797635,0.40317694196659587,mvnormal_1
-0.20827497407698725,-0.2082749820767334,mvnormal_1
-0.35636639428059685,-0.35636640006820697,mvnormal_1
-0.010500013406700225,-0.010500028034940734,mvnormal_1
-0.1269120910572528,-0.12691209434998707,mvnormal_1
-1.883150702576068,-1.883150691536441,mvnormal_1
1.2704850024559455,1.2704849945155219,mvnormal_1
1.1731234130743562,1.1731233971539639,mvnormal_1
0.4136189776985096,0.4136189838209852,mvnormal_1
-1.9229420204168641,-1.9229420325439057,mvnormal_1
-1.86755895671582,-1.8675589641373203,mvnormal_1
0.8612256928774675,0.8612256772319378,mvnormal_1
0.26800337423788,0.2680033676648808,mvnormal_1
-0.9472519684085996,-0.9472519671388966,mvnormal_1
-0.6140793665691378,-0.6140793741230229,mvnormal_1
-0.37642553565827946,-0.3764255266529795,mvnormal_1
-0.2982381687737775,-0.2982381796383345,mvnormal_1
0.69456785911853,0.694567860344201,mvnormal_1
0.4351535592953879,0.4351535441478871,mvnormal_1
-0.6722947553436556,-0.6722947586812155,mvnormal_1
0.7699160766538381,0.7699160722367949,mvnormal_1
0.6743326607877398,0.6743326605270125,mvnormal_1
0.6358460811492468,0.6358460756085152,mvnormal_1
-0.5765908174680389,-0.5765908157618431,mvnormal_1
-0.39600671713833246,-0.3960067081849582,mvnormal_1
